ICAO,NAME
AZY,"Arizona Airways, Inc."
TMP,Arizona Express Airlines
AZP,Arizona Pacific Airways
KEK,Arkhabay
OAO,Arkhangelsk 2 Aviation Division
AIZ,Arkia Israel Airlines
RMO,Arm-Aero
RNV,Armavia
AAG,Armenian Airlines
RME,Armenian Airlines
ARQ,"Armstrong Air, Inc."
AAC,Army Air Corps
PXX,Aroostook Aviation
URP,ARP 410 Airlines
JTS,Arrendamiento de Aviones Jets
END,Arrendoora y Transportadora Aerea
ARO,Arrow Aviation Ltd.
RWC,Arrow Ecuador Arrowec
WAP,Arrow Panama
ARH,Arrowhead Airways
ABA,Artem-Avia
RTH,Artis
RBX,Arubaexel
IRD,Arvand Airlines
AOO,"As, Opened Joint Stock Company"
API,"ASA Pesada, Lda."
XKX,ASECNA
OCA,Aserca Airlines
KAA,Asia Aero Survey and Consulting Engineers
AVT,Asia Avia Airlines
CID,Asia Continental Airlines
AOT,Asia Overnight Express
MGE,Asia Pacific Airlines
SPY,Asian Aerospace Service
AXF,Asian Express Airlines
RIT,Asian Spirit
AAR,Asiana Airlines
AAS,Askari Aviation
XXX,ASL
TAY,ASL Airlines Belgium
FPO,ASL Airlines France
ABR,ASL Airlines Ireland
APQ,Aspen Aviation
AHF,Aspen Helicopters
SCD,Associated Aviation
PVK,Association of Private Pilots of Kazakhstan
PKA,AST Pakistan Airways
DHL,Astar Air Cargo
AOI,"Astoria, Inc."
AEU,Astraeus
ASZ,Astrakhan Airlines
ACP,Astral Aviation
ATP,ASTRAL Colombia - Aerotransportes Especiales Ltda.
ASV,Astravia-Bissau Air Transports Ltd.
AAV,Astro Air International
XAT,AT and T Aviation Division
AMT,ATA Airlines
ABZ,ATA Brasil
AOF,Atair Pty Ltd.
TXU,ATESA Aerotaxis Ecuatorianos
ATU,Atlant Aerobatics Ltd.
AYZ,Atlant-Soyuz Airlines
ATB,Atlantair Ltd.
MDC,Atlantic Aero and Mid-Atlantic Freight
HGH,Atlantic Air Lift
LFR,Atlantic Airfreight Aviation
BJK,Atlantic Airlines
GBN,Atlantic Airlines
NPT,Atlantic Airlines
HHA,Atlantic Airlines de Honduras
AYN,"Atlantic Airlines, S.A."
FLI,Atlantic Airways
BLR,Atlantic Coast Airlines
PRT,Atlantic Coast Jet
AGF,Atlantic Gulf Airlines
FAC,Atlantic Helicopters
AIW,Atlantic Island Airways
NRS,Atlantic Richfield Company
RCU,Atlantic S.L.
CAA,Atlantic Southeast Airlines
TLB,Atlantique Air Assistance
AAO,Atlantis Airlines (USA)
LUR,Atlantis European Airways
ATE,"Atlantis Transportation Services, Ltd."
GTI,Atlas Air
ATR,Atlas Airlines
IRH,Atlas Aviation Group
BMM,Atlas Blue
ACY,Atlas Cargo Lines
TDT,Atlas Helicopters
KKK,Atlasjet
AMA,ATMA
VAS,ATRAN Cargo Airlines
CPF,ATS Private Company
ETC,ATTICO
UND,Atuneros Unidos de California
TUR,ATUR
JOL,Atyrau Air Ways
WPR,Auckland Regional Rescue Helicopter Trust
ADI,Audeli Air
AUD,"Audi Air, Inc."
AUB,Augsburg Airways
AUF,Augusta Air Luftfahrtunternehmen
ISM,Auo Airclub AIST-M
RBE,Aur Rum Benin
LSK,Aurela
AUR,Aurigny Air Services
URR,Aurora Airlines
AUU,"Aurora Aviation, Inc."
AUS,Aus-Air
TXX,Austin Express
AUT,Austral Lineas Aereas
AAU,Australia Asia Airlines
XME,Australian air Express
AUZ,Australian Airlines
CWP,Australian Customs Service
RES,Australian Maritime Safety Authority
AWL,Australian Wetleasing
AUA,Austrian Airlines
TYR,Austrian Arrows
UST,Austro Aereo
UVT,Auvia Air
KYC,Av Atlantic
AVH,AV8 Helicopters
AVK,AV8 Helicopters
MBA,Avag Air
VAI,Avalair
ATV,Avanti Air
VBC,AVB-2004 Ltd
MZK,AVC Airlines
ACC,Avcard Services
TTE,Avcenter
AVP,Avcorp Registrations
PHW,Ave.com
VXP,Avelo Airlines
AVE,Avensa
VRT,Averitt Air Charter
VSC,AVESCA
ARB,Avia Air N.V.
AUP,Avia Business Group
AJF,Avia Consult Flugbetriebs
SAP,Avia Jaynar
AVU,Avia Sud Aérotaxi
AVJ,Avia Traffic Company
VTT,Avia Trans Air Transport
VTG,Aviacao Transportes Aereos e Cargas
VME,Aviacion Comercial de America
ANW,Aviación del Noroeste
HID,Aviacion Ejecutiva De Hildago
AVM,"Aviacion Ejecutiva Mexicana, S.A."
AZS,Aviacon Zitotrans Air Company
AEH,Aviaexpress
VXX,Aviaexpress Aircompany
IWS,Aviainvest
AVF,Aviair Aviation Ltd.
NVI,Avial NV Aviation Company
FFA,Avialesookhrana
VLV,Avialift Vladivostok
AVS,Avialsa T-35
AVA,Avianca
ONE,Avianca Brazil
TPA,Avianca Cargo
TNO,Avianca Cargo México
LRC,Avianca Costa Rica
GLG,Avianca Ecuador
TAI,Avianca El Salvador
AVR,Avianca Express
GUG,Avianca Guatemala
ISV,Avianca Honduras
GHL,Aviance
ERG,Avianergo
OSO,Aviapartner Limited Company
AVX,Aviapaslauga
VID,Aviaprad
XAV,Aviaprom Enterprises
BIV,Aviaservice
VVA,Aviast Air
TUP,Aviastar-Tu
AMJ,Aviation Amos
AVO,Aviation at Work
AVB,Aviation Beaufort
CKL,Aviation Charter Services
QEA,Aviation Consultancy Office
FBW,Aviation Data Systems
DEF,Aviation Defense Service
AAM,Aviation Management Corporation
RIF,Aviation Ministry of the Interior of the Russian F
WLV,Aviation North
WLT,Aviation Partners
QLA,Aviation Quebec Labrador
AVQ,"Aviation Services, Inc."
AVW,Aviator Airways
LVR,Aviavilsa
AXV,Aviaxess
VZR,Aviazur
VNT,Avient Air Zambia
SMJ,Avient Aviation
AIA,Avies
HQO,Avinor
FNM,Avio Nord
SLU,Avio Sluzba
BGF,Aviodetachment-28
AGX,Aviogenex
AXX,Avioimpex A.D.p.o.
NVD,Avion Express
ADQ,Avion Taxi
NRE,Aviones Are
AQT,"Aviones de Renta de Quintana Roo, S.A. de C.V."
ADS,Aviones de Sonora
PSG,Aviones Para Servirle
AUN,Aviones Unidos
ROI,Avior Airlines
VSR,Aviostart AS
VXG,Avirex
ITF,Avita-Servicos Aereos
ESO,Avitat
VJE,Avjet International (FZE)
VLI,Avolar Aerolineas
VSA,Avstar Aviation
ASM,Awesome Flight Services (PTY) Ltd.
AWO,Awood Air Ltd.
AYS,Awsaj Aviation Services
AXR,"Axel Rent, S.A."
AXY,Axis Airways
AYT,Ayeet Aviation & Tourism
AYK,Aykavia Aircompany
AHC,Azal Avia Cargo
AZK,Azalhelikopter
AZB,Azamat
AHY,Azerbaijan Airlines
AZT,"Azimut, S.A."
AZV,Azov Avia Airlines
AZU,Azul Linhas Aéreas Brasileiras
AZZ,Azza Transport
AZI,Azzurra Air
BGAA,Aasiaat Airport
BGAM,Ammassalik Heliport
BGBW,Narsarsuaq Airport
BGCO,Neerlerit Inaat Airport
BGGH,Nuuk Airport
BGJN,Ilulissat Airport
BGKK,Metropolitan Area Airport
BGMQ,Maniitsoq Airport
BGPT,Paamiut Airport
BGQE,Qaqortoq Airport
BGQQ,Qaanaaq Airport
BGSF,Kangerlussuaq Airport
BGSS,Sisimiut Airport
BGTL,Thule Air Base
BGUK,Upernavik Airport
BGUQ,Qaarsut Airport
BIAR,Akureyri Airport
BIBD,Bíldudalur Airport
BIBF,Borgarfjörður Airport
BIBK,Bakkafjörður Airport
BIBL,Hjaltabakki Airport
BIBR,Búðardalur Airport
BIBV,Breiðdalsvík Airport
BIDV,Djúpivogur Airport
BIEG,Egilsstaðir Airport
BIFF,Fáskrúðsfjörður Airport
BIFM,Fagurhólsmýri Airport
BIGF,Grundarfjörður Airport
BIGJ,Gjögur Airport
BIGR,Grímsey Airport
BIHK,Hólmavík Airport
BIHN,Hornafjordur Airport
BIHT,Holt Airport
BIHU,Húsavík Airport
BIHV,Krókstaðarmelar Airport
BIID,Ingjaldssanður Airport
BIIS,Ã?safjörður Airport
BIKF,Keflavík International Airport
BIKP,Kópasker Airport
BIKR,Sauðárkrókur Airport
BINF,Norðfjörður Airport
BIOF,Ólafsfjörður Airport
BIPA,Patreksfjordur Airport
BIRE,Reykhólar Airport
BIRF,Rif Airport
BIRG,Raufarhöfn Airport
BIRK,Reykjavík Airport
BIRL,Reykjahlíð Airport
BISI,Siglufjordur Airport
BIST,Stykkishólmur Airport
BITE,Ãžingeyri Airport
BITN,Thorshofn Airport
BIVM,Vestmannaeyjar Airport
BIVO,Vopnafjörður Airport
BKPR,Pristina International Airport
CAD4,Trail Airport
CAH3,Courtenay Airpark
CAJ4,Anahim Lake Airport
CAL4,Fort MacKay/Albian Aerodrome
CCA6,Williams Harbour Airport
CCK4,St. Lewis (Fox Harbour) Airport
CCP4,Port Hope Simpson Airport
CCZ2,Rigolet Airport
CEB3,Colville Lake Airport
CEM3,WhatÃ¬ Airport
CER4,Fort McMurray / Mildred Lake Airport
CFG6,Fort Mackay / Firebag
CJV7,Summer Beaver Airport
CKB6,Wapekeka Airport
CKL3,Wunnumin Lake Airport
CKQ3,North Spirit Lake Airport
CKV4,Obre Lake/North of Sixty Airport
CNE3,Bearskin Lake Airport
CNM5,Kingfisher Lake Airport
CNT3,Ogoki Post Airport
CPF2,Bar River Airport
CPV7,Poplar Hill Airport
CSK6,Snap Lake Airport
CSR8,La Sarre Airport
CSU2,Chisasibi Airport
CTB6,Tête-à-la-Baleine Airport
CTP9,Donaldson Airport
CTU5,La Tabatière Airport
CYAC,Cat Lake Airport
CYAG,Fort Frances Municipal Airport
CYAH,La Grande-4 Airport
CYAL,Alert Bay Airport
CYAM,Sault Ste. Marie Airport
CYAQ,Kasabonika Airport
CYAS,Kangirsuk Airport
CYAT,Attawapiskat Airport
CYAU,Liverpool Airport/South Shore Regional
CYAV,Winnipeg/St. Andrews Airport
CYAW,Halifax/Shearwater Airport
CYAX,Lac Du Bonnet Airport
CYAY,St. Anthony Airport
CYAZ,Tofino Airport
CYBB,Kugaaruk Airport
CYBC,Baie-Comeau Airport
CYBD,Bella Coola Airport
CYBE,Uranium City Airport
CYBF,Bonnyville Airport
CYBG,Bagotville Airport
CYBK,Baker Lake Airport
CYBL,Campbell River Airport
CYBQ,Tadoule Lake Airport
CYBR,Brandon Municipal Airport
CYBT,Brochet Airport
CYBV,Berens River Airport
CYBX,Lourdes-de-Blanc-Sablon Airport
CYCA,Cartwright Airport
CYCB,Cambridge Bay Airport
CYCC,Cornwall Regional Airport
CYCD,Nanaimo Airport
CYCE,Centralia/Huron Airpark
CYCG,Castlegar Airport
CYCH,Miramichi Airport
CYCL,Charlo Airport
CYCN,Cochrane Airport
CYCO,Kugluktuk Airport
CYCQ,Chetwynd Airport
CYCR,Cross Lake (Charlie Sinclair Memorial) Airport
CYCS,Chesterfield Inlet Airport
CYCY,Clyde River Airport
CYCZ,Fairmont Hot Springs Airport
CYDA,Dawson City Airport
CYDB,Burwash Airport
CYDF,Deer Lake Airport
CYDM,Ross River Airport
CYDN,Dauphin (Lt. Col W.G. (Billy) Barker VC Airport)
CYDO,Dolbeau-St-Félicien Airport
CYDP,Nain Airport
CYDQ,Dawson Creek Airport
CYEE,Midland/Huronia Airport
CYEG,Edmonton International Airport
CYEK,Arviat Airport
CYEL,Elliot Lake Municipal Airport
CYEM,Manitowaning/Manitoulin East Municipal Airport
CYEN,Estevan Airport
CYER,Fort Severn Airport
CYET,Edson Airport
CYEU,Eureka Airport
CYEV,Inuvik (Mike Zubko) Airport
CYEY,Amos/Magny Airport
CYFA,Fort Albany Airport
CYFB,Iqaluit Airport
CYFC,Fredericton Airport
CYFE,Forestville Airport
CYFH,Fort Hope Airport
CYFJ,Rivière Rouge/Mont-Tremblant International Inc Airport
CYFO,Flin Flon Airport
CYFR,Fort Resolution Airport
CYFS,Fort Simpson Airport
CYFT,Makkovik Airport
CYGB,Texada/Gillies Bay Airport
CYGD,Goderich Airport
CYGH,Fort Good Hope Airport
CYGK,Kingston Airport
CYGL,La Grande Rivière Airport
CYGM,Gimli Industrial Park Airport
CYGO,Gods Lake Narrows Airport
CYGP,Gaspé Airport
CYGQ,Geraldton (Greenstone Regional) Airport
CYGR,Îles-de-la-Madeleine Airport
CYGT,Igloolik Airport
CYGV,Havre St-Pierre Airport
CYGW,Kuujjuarapik Airport
CYGX,Gillam Airport
CYGZ,Grise Fiord Airport
CYHA,Quaqtaq Airport
CYHC,Vancouver Harbour Water Aerodrome
CYHD,Dryden Regional Airport
CYHE,Hope Airport
CYHF,Hearst (René Fontaine) Municipal Airport
CYHH,Nemiscau Airport
CYHI,Ulukhaktok/Holman Airport
CYHK,Gjoa Haven Airport
CYHM,Hamilton Airport
CYHN,Hornepayne Municipal Airport
CYHO,Hopedale Airport
CYHP,Poplar Hill Airport
CYHR,Chevery Airport
CYHT,Haines Junction Airport
CYHU,Montréal/St-Hubert Airport
CYHY,Hay River Airport
CYHZ,Halifax Stanfield International Airport
CYIB,Atikokan Municipal Airport
CYID,Digby / Annapolis Regional Airport
CYIF,Saint-Augustin Airport
CYIK,Ivujivik Airport
CYIO,Pond Inlet Airport
CYIV,Island Lake Airport
CYJF,Fort Liard Airport
CYJN,St-Jean Airport
CYJT,Stephenville Airport
CYKA,Kamloops Airport
CYKD,Aklavik Airport
CYKF,Kitchener/Waterloo Regional Airport
CYKJ,Key Lake Airport
CYKL,Schefferville Airport
CYKO,Akulivik Airport
CYKQ,Waskaganish Airport
CYKX,Kirkland Lake Airport
CYKY,Kindersley Airport
CYKZ,Toronto/Buttonville Municipal Airport
CYLA,Aupaluk Airport
CYLC,Kimmirut Airport
CYLD,Chapleau Airport
CYLH,Lansdowne House Airport
CYLJ,Meadow Lake Airport
CYLK,Lutselk'e Airport
CYLL,Lloydminster Airport
CYLR,Leaf Rapids Airport
CYLT,Alert Airport
CYLU,Kangiqsualujjuaq (Georges River) Airport
CYLW,Kelowna Airport
CYMA,Mayo Airport
CYME,Matane Airport
CYMG,Manitouwadge Airport
CYMH,Mary's Harbour Airport
CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport
CYML,Charlevoix Airport
CYMM,Fort McMurray Airport
CYMO,Moosonee Airport
CYMT,Chibougamau/Chapais Airport
CYMU,Umiujaq Airport
CYMX,Montréal-Mirabel International Airport
CYNA,Natashquan Airport
CYNC,Wemindji Airport
CYND,Ottawa / Gatineau Airport
CYNE,Norway House Airport
CYNL,Points North Landing Airport
CYNM,Matagami Airport
CYNN,Nejanilini Lake Airport
CYNR,Fort Mackay / Horizon Airport
CYOA,Ekati Airport
CYOC,Old Crow Airport
CYOD,Cold Lake Airport
CYOH,Oxford House Airport
CYOJ,High Level Airport
CYOO,Oshawa Airport
CYOP,Rainbow Lake Airport
CYOS,Owen Sound/Billy Bishop Regional Airport
CYOW,Ottawa/Macdonald-Cartier International Airport
CYPA,Prince Albert (Glass Field) Airport
CYPC,Paulatuk Airport
CYPD,Port Hawkesbury Airport
CYPE,Peace River Airport
CYPG,Portage La Prairie/Southport Airport
CYPH,Inukjuak Airport
CYPL,Pickle Lake Airport
CYPM,Pikangikum Airport
CYPN,Port-Menier Airport
CYPO,Peawanuck Airport
CYPQ,Peterborough Airport
CYPR,Prince Rupert Airport
CYPW,Powell River Airport
CYPX,Puvirnituq Airport
CYPY,Fort Chipewyan Airport
CYQA,Muskoka Airport
CYQB,Québec/Jean Lesage International Airport
CYQD,The Pas Airport
CYQF,Red Deer Regional Airport
CYQG,Windsor Airport
CYQH,Watson Lake Airport
CYQI,Yarmouth Airport
CYQK,Kenora Airport
CYQL,Lethbridge County Airport
CYQM,Greater Moncton International Airport
CYQN,Nakina Airport
CYQQ,Comox Airport
CYQR,Regina International Airport
CYQS,St. Thomas Municipal Airport
CYQT,Thunder Bay Airport
CYQU,Grande Prairie Airport
CYQV,Yorkton Municipal Airport
CYQW,North Battleford (Cameron McIntosh) Airport
CYQX,Gander International Airport
CYQY,Sydney Airport (Nova Scotia)
CYQZ,Quesnel Airport
CYRA,Gamètì/Rae Lakes Airport
CYRB,Resolute Bay Airport
CYRC,Chicoutimi/St-Honore Airport
CYRI,Rivière-du-Loup Airport
CYRJ,Roberval Airport
CYRL,Red Lake Airport
CYRO,Ottawa/Rockcliffe Airport
CYRP,Ottawa/Carp Airport
CYRQ,Trois-Rivières Airport
CYRS,Red Sucker Lake Airport
CYRT,Rankin Inlet Airport
CYRV,Revelstoke Airport
CYSB,Sudbury Airport
CYSC,Sherbrooke Airport
CYSF,Stony Rapids Airport
CYSH,Smiths Falls-Montague Airport
CYSJ,Saint John Airport
CYSK,Sanikiluaq Airport
CYSL,St. Leonard Airport
CYSM,Fort Smith Airport
CYSN,Niagara District Airport
CYSN,St. Catharines/Niagara District Airport
CYSP,Marathon Airport
CYSR,Nanisivik Airport
CYST,St. Theresa Point Airport
CYSU,Summerside Airport
CYSY,Sachs Harbour Airport
CYTA,Pembroke Airport
CYTE,Cape Dorset Airport
CYTF,Alma Airport
CYTH,Thompson Airport
CYTJ,Terrace Bay Airport
CYTL,Big Trout Lake Airport
CYTQ,Tasiujaq Airport
CYTR,Trenton Airport
CYTS,Timmins Airport
CYTZ,Toronto/City Centre Airport
CYUB,Tuktoyaktuk Airport
CYUL,Montréal-Pierre Elliott Trudeau International Airport
CYUT,Repulse Bay Airport
CYUX,Hall Beach Airport
CYUY,Rouyn-Noranda Airport
CYVB,Bonaventure Airport
CYVC,La Ronge (Barber Field) Airport
CYVD,Virden/R.J. (Bob) Andrew Field Regional Aerodrome
CYVG,Vermilion Airport
CYVK,Vernon Airport
CYVM,Qikiqtarjuaq Airport
CYVO,Val-d'Or Airport
CYVP,Kuujjuaq Airport
CYVQ,Norman Wells Airport
CYVR,Vancouver International Airport
CYVT,Buffalo Narrows Airport
CYVV,Wiarton Airport
CYVZ,Deer Lake Airport
CYWA,Petawawa Airport
CYWG,Winnipeg James Armstrong Richardson International Airport
CYWH,Victoria Inner Harbour Airport
CYWJ,Deline Airport
CYWK,Wabush Airport
CYWL,Williams Lake Airport
CYWP,Webequie Airport
CYWV,Wainwright Airport
CYWY,Wrigley Airport
CYXC,Cranbrook/Canadian Rockies International Airport
CYXD,Edmonton City Centre (Blatchford Field) Airport
CYXE,Saskatoon/John G. Diefenbaker International Airport
CYXH,Medicine Hat Airport
CYXJ,Fort St. John Airport
CYXK,Rimouski Airport
CYXL,Sioux Lookout Airport
CYXN,Whale Cove Airport
CYXP,Pangnirtung Airport
CYXQ,Beaver Creek Airport
CYXR,Earlton (Timiskaming Regional) Airport
CYXS,Prince George Airport
CYXT,Terrace Airport
CYXU,London International Airport
CYXX,Abbotsford Airport
CYXY,Whitehorse International Airport
CYXZ,Wawa Airport
CYYB,North Bay/Jack Garland Airport
CYYC,Calgary International Airport
CYYD,Smithers Airport
CYYE,Fort Nelson Airport
CYYF,Penticton Airport
CYYG,Charlottetown Airport
CYYH,Taloyoak Airport
CYYJ,Victoria International Airport
CYYL,Lynn Lake Airport
CYYN,Swift Current Airport
CYYQ,Churchill Airport
CYYR,Goose Bay Airport
CYYT,St. John's International Airport
CYYU,Kapuskasing Airport
CYYW,Armstrong Airport
CYYY,Mont-Joli Airport
CYYZ,Toronto Pearson International Airport
CYZD,Toronto/Downsview Airport
CYZE,Gore Bay-Manitoulin Airport
CYZF,Yellowknife Airport
CYZG,Salluit Airport
CYZH,Slave Lake Airport
CYZP,Sandspit Airport
CYZR,Sarnia (Chris Hadfield) Airport
CYZS,Coral Harbour Airport
CYZT,Port Hardy Airport
CYZU,Whitecourt Airport
CYZV,Sept-Îles Airport
CYZW,Teslin Airport
CYZX,Greenwood Airport
CYZY,Mackenzie Airport
CZAC,York Landing Airport
CZAM,Salmon Arm Airport
CZBA,Burlington Executive
CZBB,Boundary Bay Airport
CZBB,Boundary Bay Airport
CZBD,Ilford Airport
CZBD,Ilford Airport
CZBF,Bathurst Airport
CZBM,Bromont Airport
CZEE,Kelsey Airport
CZEM,Eastmain River Airport
CZFA,Faro Airport
CZFD,Fond-du-Lac Airport
CZFG,Pukatawagan Airport
CZFG,Pukatawagan Airport
CZFM,Fort McPherson Airport
CZFN,Tulita Airport
CZGF,Grand Forks Airport
CZGI,Gods River Airport
CZGR,Little Grand Rapids Airport
CZHP,High Prairie
CZJG,Jenpeg Airport
CZJN,Swan River Airport
CZKE,Kashechewan Airport
CZLQ,Thicket Portage Airport
CZMD,Muskrat Dam Airport
CZMN,Pikwitonei Airport
CZMT,Masset Airport
CZNG,Poplar River Airport
CZPB,Sachigo Lake Airport
CZRJ,Round Lake (Weagamow Lake) Airport
CZSJ,Sandy Lake Airport
CZSN,South Indian Lake Airport
CZST,Stewart Airport
CZTM,Shamattawa Airport
CZUC,Ignace Municipal Airport
CZUM,Churchill Falls Airport
CZWH,Lac Brochet Airport
CZWL,Wollaston Lake Airport
DAAB,Blida Airport
DAAD,Ain Eddis Airport
DAAE,Soummam Airport
DAAG,Houari Boumedienne Airport
DAAJ,Tiska Airport
DAAK,Boufarik Airport
DAAP,Illizi Takhamalt Airport
DAAS,Ain Arnat Airport
DAAT,Aguenar â€“ Hadj Bey Akhamok Airport
DAAV,Jijel Ferhat Abbas Airport
DAAY,Mecheria Airport
DAAZ,Relizane Airport
DABB,Rabah Bitat Airport (Les Salines Airport)
DABC,Mohamed Boudiaf International Airport
DABS,Cheikh Larbi Tébessi Airport
DABT,Batna Airport
DAFH,Hassi R'Mel Airport
DAOB,Bou Chekif Airport
DAOF,Tindouf Airport
DAOI,Ech Cheliff Airport
DAOL,Tafaraoui Airport
DAON,Zenata â€“ Messali El Hadj Airport
DAOO,Es Senia Airport
DAOR,Boudghene Ben Ali Lotfi Airport
DAOV,Ghriss Airport
DAOY,El Bayadh Airport
DATG,In Guezzam Airport
DATM,Bordj Badji Mokhtar Airport
DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport
DAUB,Biskra Airport
DAUE,El Golea Airport
DAUG,Noumérat - Moufdi Zakaria Airport
DAUH,Oued Irara Airport
DAUI,In Salah Airport
DAUK,Touggourt Sidi Madhi Airport
DAUL,Laghouat Airport
DAUO,Guemar Airport
DAUT,Timimoun Airport
DAUU,Ain el Beida Airport
DAUZ,In Aménas Airport
DBBB,Cadjehoun Airport
DBBK,Kandi Airport
DBBN,Natitingou Airport
DBBP,Parakou Airport
DBBS,Savé Airport
DFCA,Kaya Airport
DFCC,Ouahigouya Airport
DFCJ,Djibo Airport
DFCL,Leo Airport
DFCP,Po Airport
DFEA,Boulsa Airport
DFEB,Bogande Airport
DFED,Diapaga Airport
DFEE,Dori Airport
DFEF,Fada N'gourma Airport
DFEG,Gorom-Gorom Airport
DFEL,Kantchari Airport
DFEM,Tambao Airport
DFEP,Pama Airport
DFER,Arly Airport
DFES,Sebba Airport
DFET,Tenkodogo Airport
DFEZ,Zabre Airport
DFFD,Ouagadougou Airport
DFOB,Banfora Airport
DFOD,Dedougou Airport
DFOG,Gaoua Airport
DFON,Nouna Airport
DFOO,Bobo-Dioulasso Airport
DFOT,Tougan Airport
DFOU,Diebougou Airport
DFOY,Aribinda Airport
DGAA,Kotoka International Airport
DGLE,Tamale Airport
DGSI,Kumasi Airport
DGSN,Sunyani Airport
DGTK,Takoradi Airport
DIAO,Aboisso Airport
DIAP,Félix-Houphouët-Boigny International Airport
DIAU,Abengourou Airport
DIBI,Boundiali Airport
DIBK,Bouaké Airport
DIBN,Bouna Airport
DIBU,Soko Airport
DIDK,Dimbokro Airport
DIDL,Daloa Airport
DIFK,Ferkessedougou Airport
DIGA,Gagnoa Airport
DIGL,Guiglo Airport
DIGN,Bereby Airport
DIKO,Korhogo Airport
DIMN,Man Airport
DIOD,Odienne Airport
DIOF,Ouango Fitini Airport
DISG,Seguela Airport
DISP,San Pedro Airport
DISS,Sassandra Airport
DITB,Tabou Airport
DIYO,Yamoussoukro Airport
DNAA,Nnamdi Azikiwe International Airport
DNAK,Akure Airport
DNAS,Asaba International Airport
DNBE,Benin City Airport
DNCA,Calabar Airport
DNEN,Akanu Ibiam International Airport
DNGO,Gombe Lawanti International Airport
DNGU,Gusau Airport
DNIB,Ibadan Airport
DNIL,Ilorin International Airport
DNIM,Sam Mbakwe International Cargo Airport
DNJO,Yakubu Gowon Airport
DNKA,Kaduna Airport
DNKN,Mallam Aminu International Airport
DNMA,Maiduguri International Airport
DNMK,Makurdi Airport
DNMM,Murtala Mohammed International Airport
DNMN,Minna Airport
DNPO,Port Harcourt International Airport (Omagwa International Ai
DNSO,Sadiq Abubakar III International Airport
DNTZ,Enfidha Zine El Abidine Ben Ali International Airport
DNYO,Yola Airport
DNZA,Zaria Airport
DRRB,Birni Nkoni Airport
DRRM,Maradi Airport
DRRN,Diori Hamani International Airport
DRRT,Tahoua Airport
DRZA,Mano Dayak International Airport
DRZR,Zinder Airport
DTKA,Tabarka 7 Novembre Airport
DTMB,Monastir Habib Bourguiba International Airport
DTTA,Tunis-Carthage International Airport
DTTB,Sidi Ahmed Air Base
DTTF,Gafsa Ksar International Airport
DTTG,Gabès - Matmata International Airport
DTTJ,Zarzis Airport
DTTR,El Borma Airport
DTTX,Sfax Thyna International Airport
DTTZ,Tozeur Nefta International Airport
DXNG,Niamtougou International Airport
DXXX,Lome Tokoin Airport
EBAW,Antwerp International Airport
EBBR,Brussels Airport
EBCI,Brussels South Charleroi Airport
EBKT,Wevelgem Airport
EBLG,Liège Airport
EBNM,Suarlée Airport
EBOS,Ostend-Bruges International Airport
EBTK,Kortrijk-Wevelgem International Airport
EBZH,Kiewit Airfield
EBZR,Oostmalle Air Base
EDAC,Leipzig-Altenburg Airport
EDAH,Heringsdorf Airport
EDBH,Barth Airport
EDBM,Magdeburg Airport
EDCD,Drewitz Airport
EDDB,Berlin-Schönefeld International Airport
EDDC,Dresden Klotzsche Airport (Flughafen Dresden)
EDDE,Erfurt Airport
EDDF,Frankfurt Airport
EDDG,Münster Osnabrück International Airport
